County,PercentageArmedShootings,PercentageArmedUnknownShootings,PercentageBodyCamOff,PercentageArmedGun,HispanicDemog,HispanicShooting,BlackShooting,BlackDemog,WhiteShooting,WhiteDemog
Jasper County,100.00,0.00,100.00,100.00,0.00,4.20,0.00,21.50,100.00,72.50
Jasper County,66.67,33.33,100.00,33.33,0.00,7.50,0.00,2.40,100.00,84.90
Jasper County,100.00,0.00,100.00,100.00,50.00,13.90,50.00,44.10,0.00,41.00
Jay County,100.00,0.00,0.00,0.00,0.00,3.00,0.00,0.40,100.00,95.30
Jefferson Parish County,100.00,8.33,91.67,72.73,0.00,13.80,90.00,27.20,10.00,54.10
Jefferson County,100.00,10.53,100.00,94.12,0.00,3.80,44.44,42.90,55.56,50.80
Jefferson County,100.00,0.00,66.67,100.00,0.00,1.90,100.00,55.50,0.00,40.30
Jefferson County,100.00,0.00,100.00,72.22,29.41,15.20,0.00,1.30,70.59,78.80
Jefferson County,100.00,0.00,100.00,100.00,0.00,10.30,0.00,0.40,100.00,87.20
Jefferson County,0.00,100.00,100.00,0.00,0.00,2.50,0.00,2.00,100.00,93.40
Jefferson County,95.83,4.17,54.17,50.00,4.17,4.80,41.67,21.50,50.00,69.30
Jefferson County,100.00,0.00,100.00,0.00,0.00,0.50,100.00,85.10,0.00,14.00
Jefferson County,100.00,0.00,100.00,100.00,0.00,1.40,100.00,5.50,0.00,90.80
Jefferson County,100.00,0.00,100.00,55.56,0.00,18.90,42.86,34.30,57.14,42.50
Jefferson County,100.00,0.00,100.00,100.00,0.00,6.90,50.00,1.00,50.00,90.10
Jefferson County,100.00,0.00,100.00,100.00,0.00,5.50,0.00,6.80,100.00,83.70
Jersey County,100.00,0.00,100.00,100.00,0.00,1.30,0.00,0.70,100.00,96.30
Jessamine County,100.00,0.00,100.00,50.00,0.00,2.90,0.00,3.50,100.00,90.50
Jim Wells County,100.00,0.00,100.00,0.00,0.00,79.70,0.00,1.00,100.00,18.70
Jo Daviess County,100.00,0.00,100.00,100.00,0.00,3.10,0.00,0.60,100.00,94.80
Johnson County,100.00,0.00,100.00,0.00,0.00,13.50,0.00,2.10,0.00,81.10
Johnson County,100.00,0.00,0.00,0.00,0.00,3.40,0.00,1.90,100.00,90.80
Johnson County,100.00,16.67,100.00,80.00,0.00,7.40,16.67,5.00,83.33,80.70
Johnson County,100.00,0.00,100.00,100.00,0.00,0.70,0.00,0.50,100.00,97.50
Johnson County,100.00,0.00,100.00,100.00,0.00,4.00,0.00,4.90,0.00,86.00
Johnston County,100.00,0.00,100.00,0.00,0.00,4.60,0.00,2.10,100.00,70.40
Jones County,100.00,0.00,100.00,100.00,0.00,4.40,0.00,31.10,100.00,62.10
Josephine County,83.33,16.67,100.00,66.67,0.00,7.00,0.00,0.60,100.00,87.60
Kalamazoo County,66.67,33.33,100.00,66.67,0.00,4.70,0.00,11.40,100.00,78.50
Kanabec County,0.00,100.00,100.00,0.00,0.00,1.70,0.00,0.60,100.00,95.10
Kanawha County,88.89,20.00,100.00,77.78,0.00,1.10,11.11,7.60,88.89,88.00
Kane County,100.00,0.00,80.00,80.00,25.00,31.30,50.00,6.10,25.00,58.10
Kaufman County,100.00,33.33,66.67,50.00,0.00,19.40,0.00,10.70,100.00,67.50
Kay County,100.00,0.00,100.00,50.00,0.00,7.20,0.00,2.30,100.00,75.70
Kenai Peninsula Borough County,50.00,50.00,75.00,50.00,0.00,4.00,0.00,0.80,100.00,81.40
Kendall County,66.67,33.33,100.00,66.67,33.33,22.40,33.33,1.10,33.33,74.40
Kennebec County,66.67,50.00,100.00,33.33,0.00,1.50,0.00,0.70,100.00,94.90
Kenosha County,100.00,0.00,100.00,100.00,0.00,12.60,0.00,7.30,100.00,76.80
Kent County,100.00,0.00,66.67,66.67,0.00,6.90,0.00,25.20,100.00,63.30
Kent County,100.00,0.00,0.00,100.00,0.00,4.30,100.00,15.10,0.00,78.50
Kent County,100.00,0.00,60.00,80.00,0.00,10.10,60.00,10.40,40.00,75.00
Kenton County,100.00,0.00,66.67,66.67,50.00,2.90,0.00,4.90,50.00,89.20
Kern County,84.62,21.43,90.48,46.15,62.16,51.50,13.51,6.30,24.32,36.20
Kerr County,100.00,0.00,100.00,33.33,0.00,25.60,0.00,2.00,100.00,70.20
King George County,100.00,0.00,100.00,50.00,0.00,4.40,0.00,17.30,100.00,73.90
King County,91.11,14.58,81.25,48.89,14.29,9.40,33.33,6.70,38.10,62.40
Kings County,100.00,0.00,100.00,42.86,50.00,53.20,16.67,7.30,16.67,33.70
Kings County,100.00,0.00,83.33,50.00,0.00,19.50,83.33,35.20,16.67,35.80
Kiowa County,0.00,100.00,100.00,0.00,0.00,6.30,0.00,0.70,100.00,91.40
Kitsap County,75.00,25.00,100.00,50.00,0.00,7.20,0.00,2.90,66.67,77.70
Kittitas County,100.00,0.00,100.00,100.00,50.00,8.80,0.00,1.20,50.00,84.20
Klamath County,100.00,0.00,100.00,100.00,33.33,11.90,0.00,0.90,66.67,79.40
Knott County,100.00,66.67,100.00,100.00,0.00,0.80,0.00,0.90,100.00,97.50
Knox County,0.00,100.00,100.00,0.00,0.00,1.80,0.00,3.10,100.00,92.90
Knox County,100.00,20.00,100.00,100.00,0.00,1.10,0.00,1.30,100.00,96.10
Knox County,80.00,42.86,100.00,40.00,14.29,3.90,28.57,9.00,57.14,83.00
Knox County,100.00,0.00,100.00,100.00,0.00,33.60,0.00,6.10,100.00,59.30
Kootenai County,100.00,0.00,100.00,50.00,0.00,4.30,0.00,0.40,100.00,91.10
La Crosse County,100.00,0.00,100.00,100.00,0.00,1.70,0.00,1.50,100.00,90.40
La Paz County,80.00,20.00,100.00,60.00,50.00,25.70,0.00,1.20,25.00,59.30
La Plata County,100.00,0.00,100.00,100.00,0.00,12.60,0.00,0.60,100.00,79.20
Labette County,100.00,0.00,100.00,100.00,0.00,4.40,0.00,4.60,100.00,85.10
Lackawanna County,100.00,0.00,100.00,100.00,0.00,6.20,0.00,3.30,100.00,87.50
Laclede County,100.00,0.00,100.00,100.00,0.00,2.20,0.00,0.90,100.00,93.80
Lafayette Parish County,100.00,0.00,100.00,50.00,0.00,4.50,50.00,26.10,50.00,66.40
Lafayette County,100.00,0.00,100.00,100.00,0.00,2.60,0.00,2.40,100.00,92.20
Lafayette County,100.00,0.00,66.67,66.67,0.00,2.30,0.00,23.70,100.00,70.20
Lafourche Parish County,0.00,100.00,100.00,0.00,0.00,4.60,0.00,13.70,100.00,76.70
Lake County,100.00,0.00,75.00,50.00,0.00,19.10,0.00,2.10,100.00,72.10
Lake County,100.00,0.00,100.00,55.56,11.11,13.80,11.11,10.60,77.78,72.40
Lake County,88.89,11.11,77.78,55.56,11.11,21.00,44.44,7.50,44.44,63.30
Lake County,100.00,0.00,100.00,90.91,0.00,18.10,90.00,25.30,10.00,54.70
Lake County,0.00,100.00,100.00,0.00,0.00,4.00,0.00,3.90,100.00,89.40
Lamar County,100.00,0.00,100.00,100.00,0.00,2.50,0.00,20.60,100.00,74.40
Lamar County,75.00,25.00,100.00,50.00,25.00,7.50,0.00,13.50,75.00,74.80
Lamb County,100.00,0.00,100.00,0.00,100.00,54.00,0.00,5.10,0.00,40.30
Lancaster County,100.00,0.00,66.67,83.33,0.00,6.60,16.67,3.90,83.33,82.80
Lancaster County,100.00,0.00,75.00,75.00,50.00,9.80,25.00,4.80,25.00,83.20
Lancaster County,100.00,0.00,100.00,100.00,0.00,5.00,0.00,22.70,100.00,70.20
Lane County,91.67,8.33,91.67,58.33,25.00,8.30,0.00,1.10,75.00,83.10
Langlade County,100.00,0.00,100.00,100.00,0.00,1.90,0.00,0.70,100.00,94.80
Laramie County,100.00,0.00,100.00,100.00,0.00,14.30,0.00,3.40,50.00,78.70
Larimer County,88.89,11.11,77.78,33.33,12.50,11.10,0.00,1.10,75.00,83.50
Las Animas County,75.00,25.00,75.00,50.00,50.00,42.50,50.00,1.80,0.00,52.70
Latimer County,100.00,0.00,100.00,0.00,0.00,3.40,0.00,1.20,0.00,67.30
Lauderdale County,100.00,0.00,100.00,100.00,0.00,2.40,0.00,10.40,100.00,84.70
Lauderdale County,100.00,0.00,75.00,50.00,0.00,2.20,0.00,42.90,100.00,53.20
Laurel County,66.67,33.33,100.00,66.67,0.00,1.40,0.00,0.80,100.00,96.00
Lawrence County,100.00,0.00,0.00,0.00,0.00,2.20,0.00,11.40,100.00,76.40
Lawrence County,100.00,0.00,100.00,100.00,0.00,1.60,0.00,0.50,100.00,95.90
Lawrence County,100.00,0.00,100.00,0.00,0.00,7.10,0.00,0.50,100.00,89.80
Lawrence County,100.00,0.00,100.00,50.00,50.00,1.20,0.00,4.10,50.00,92.50
Lawrence County,100.00,0.00,100.00,100.00,0.00,3.20,0.00,1.00,100.00,91.30
Lawrence County,100.00,0.00,100.00,0.00,0.00,1.90,0.00,1.80,100.00,94.10
Le Flore County,100.00,0.00,100.00,50.00,0.00,6.60,0.00,2.30,100.00,72.20
Lea County,100.00,0.00,100.00,100.00,50.00,55.70,0.00,4.40,50.00,38.50
Leavenworth County,100.00,0.00,100.00,0.00,0.00,6.90,100.00,9.60,0.00,79.20
Lebanon County,100.00,0.00,100.00,50.00,0.00,11.40,0.00,3.30,100.00,84.30
Lee County,0.00,100.00,100.00,0.00,0.00,3.90,100.00,23.70,0.00,67.70
Lee County,100.00,0.00,87.50,100.00,14.29,19.60,28.57,9.10,57.14,69.20
Lee County,100.00,0.00,100.00,0.00,0.00,2.60,0.00,20.70,0.00,72.90
Lee County,100.00,0.00,100.00,100.00,0.00,3.40,50.00,3.10,50.00,91.00
Lee County,50.00,50.00,100.00,50.00,0.00,2.50,100.00,28.70,0.00,66.90
Lee County,100.00,0.00,50.00,50.00,100.00,19.50,0.00,20.10,0.00,58.30
Lee County,100.00,0.00,100.00,0.00,0.00,22.90,100.00,11.30,0.00,64.20
Lehigh County,100.00,0.00,100.00,75.00,0.00,21.50,0.00,8.40,100.00,68.10
Lenoir County,100.00,0.00,100.00,100.00,0.00,7.50,100.00,41.00,0.00,50.10
Leon County,75.00,25.00,87.50,62.50,0.00,6.10,57.14,31.60,42.86,57.50
Leon County,0.00,100.00,100.00,0.00,0.00,14.20,0.00,7.50,100.00,76.30
Lewis and Clark County,100.00,0.00,100.00,100.00,0.00,3.00,0.00,0.50,100.00,91.60
Lewis County,100.00,0.00,100.00,100.00,0.00,2.20,0.00,2.20,100.00,93.30
Lewis County,100.00,0.00,100.00,0.00,100.00,9.70,0.00,0.80,0.00,84.50
Lexington County,87.50,22.22,100.00,62.50,0.00,5.80,11.11,15.20,88.89,75.70
Lexington County,100.00,0.00,100.00,100.00,0.00,3.80,0.00,9.60,0.00,81.10
Limestone County,100.00,0.00,100.00,100.00,0.00,5.80,0.00,13.50,100.00,77.20
Lincoln Parish County,100.00,0.00,100.00,100.00,0.00,2.70,0.00,41.60,100.00,53.00
Lincoln County,100.00,0.00,100.00,50.00,0.00,1.00,0.00,0.50,100.00,96.30
Lincoln County,100.00,0.00,100.00,50.00,0.00,1.10,0.00,31.00,100.00,66.90
Lincoln County,100.00,0.00,100.00,100.00,0.00,7.20,0.00,5.80,100.00,85.20
Lincoln County,100.00,0.00,100.00,75.00,25.00,31.50,0.00,1.00,75.00,63.70
Lincoln County,100.00,0.00,100.00,100.00,0.00,3.10,0.00,1.90,100.00,83.20
Lincoln County,100.00,0.00,100.00,100.00,0.00,1.50,0.00,1.40,100.00,95.30
Linn County,100.00,33.33,100.00,50.00,0.00,2.90,66.67,4.50,33.33,88.10
Litchfield County,100.00,0.00,100.00,50.00,50.00,5.50,0.00,1.80,50.00,89.90
Livingston Parish County,100.00,0.00,100.00,100.00,0.00,3.50,0.00,6.30,100.00,88.30
Livingston County,100.00,0.00,100.00,0.00,0.00,1.80,0.00,3.20,100.00,93.00
Livingston County,100.00,0.00,100.00,0.00,0.00,3.40,0.00,3.00,100.00,90.90
Llano County,100.00,0.00,100.00,50.00,0.00,9.80,0.00,1.30,100.00,87.10
Logan County,100.00,50.00,100.00,0.00,100.00,16.10,0.00,4.30,0.00,76.90
Logan County,100.00,0.00,0.00,100.00,0.00,3.40,100.00,8.10,0.00,86.60
Logan County,100.00,0.00,100.00,50.00,0.00,2.80,0.00,6.70,100.00,88.40
Logan County,100.00,0.00,100.00,66.67,0.00,5.60,0.00,9.00,100.00,77.80
Long County,100.00,0.00,100.00,100.00,0.00,11.80,100.00,25.60,0.00,59.10
Lonoke County,100.00,0.00,100.00,100.00,0.00,4.00,0.00,6.20,100.00,86.80
Lorain County,100.00,0.00,100.00,100.00,0.00,9.20,100.00,8.90,0.00,79.20
Los Angeles County,92.86,14.75,86.07,47.32,53.25,48.40,24.24,9.20,16.88,26.80
Loudon County,75.00,25.00,75.00,25.00,0.00,7.90,0.00,1.60,75.00,88.60
Loudoun County,100.00,0.00,100.00,0.00,0.00,13.40,0.00,7.80,100.00,58.80
Lowndes County,100.00,25.00,75.00,33.33,25.00,5.50,25.00,36.60,50.00,54.90
Lowndes County,100.00,25.00,50.00,66.67,0.00,1.90,50.00,44.00,50.00,52.50
Lubbock County,100.00,25.00,75.00,33.33,66.67,34.00,33.33,7.80,0.00,55.20
Lucas County,88.89,20.00,80.00,44.44,11.11,6.70,44.44,19.70,44.44,69.90
Lumpkin County,100.00,0.00,100.00,0.00,0.00,4.90,0.00,1.90,100.00,90.50
Luna County,100.00,0.00,100.00,100.00,100.00,64.90,0.00,1.70,0.00,32.00
Luzerne County,100.00,0.00,100.00,33.33,0.00,9.10,0.00,4.90,100.00,85.10
Lycoming County,100.00,0.00,100.00,100.00,0.00,2.00,0.00,4.70,100.00,90.90
Lynchburg County,100.00,0.00,100.00,0.00,0.00,3.30,0.00,28.50,100.00,63.10
Lynn County,0.00,100.00,100.00,0.00,100.00,47.70,0.00,2.50,0.00,48.80
Lyon County,100.00,50.00,100.00,100.00,0.00,15.80,0.00,1.30,100.00,76.30
Mackinac County,100.00,0.00,100.00,100.00,0.00,1.60,0.00,1.60,100.00,74.20
Macomb County,100.00,0.00,100.00,80.00,0.00,2.50,50.00,11.00,25.00,80.80
Macon County,100.00,0.00,0.00,0.00,0.00,1.50,0.00,81.50,100.00,16.20
Macon County,100.00,0.00,100.00,100.00,0.00,6.60,0.00,1.80,100.00,89.70
Macoupin County,100.00,0.00,100.00,50.00,0.00,1.00,0.00,1.10,100.00,96.30
Madera County,100.00,20.00,80.00,0.00,50.00,56.10,0.00,4.30,50.00,35.80
Madison County,100.00,8.33,58.33,72.73,8.33,4.70,33.33,24.60,58.33,65.50
Madison County,100.00,50.00,100.00,100.00,0.00,7.00,0.00,0.70,100.00,89.40
Madison County,100.00,0.00,100.00,50.00,50.00,3.10,0.00,8.30,50.00,85.70
Madison County,100.00,0.00,100.00,100.00,0.00,3.70,0.00,8.50,100.00,85.60
Madison County,100.00,50.00,100.00,100.00,0.00,2.30,0.00,4.70,100.00,90.00
Madison County,0.00,100.00,100.00,0.00,0.00,2.80,0.00,38.30,100.00,55.90
Madison County,100.00,0.00,100.00,0.00,0.00,3.60,0.00,37.30,0.00,56.80
Magoffin County,100.00,0.00,100.00,100.00,0.00,0.80,0.00,0.30,100.00,97.90
Mahoning County,100.00,0.00,100.00,100.00,0.00,5.40,0.00,15.90,100.00,76.80
Malheur County,100.00,0.00,100.00,50.00,50.00,33.10,0.00,1.50,50.00,61.70
Manatee County,83.33,16.67,100.00,50.00,0.00,15.70,60.00,9.30,40.00,72.10
Manistee County,100.00,0.00,100.00,100.00,0.00,3.00,0.00,3.30,100.00,89.40
Manitowoc County,100.00,0.00,100.00,50.00,0.00,3.50,0.00,0.80,100.00,91.60
Marathon County,100.00,0.00,100.00,75.00,0.00,2.60,0.00,0.80,75.00,89.30
Marengo County,100.00,0.00,100.00,100.00,0.00,2.40,0.00,51.00,100.00,45.60
Maricopa County,93.04,15.03,84.97,63.92,41.56,30.30,12.34,5.70,42.86,57.00
Marin County,100.00,0.00,100.00,0.00,50.00,16.00,0.00,2.90,50.00,72.20
Marinette County,100.00,0.00,100.00,100.00,0.00,1.50,0.00,0.50,100.00,95.70
Marion County,100.00,0.00,100.00,0.00,0.00,2.50,0.00,4.20,0.00,91.70
Marion County,100.00,0.00,100.00,100.00,0.00,2.30,0.00,0.40,100.00,94.60
Marion County,80.00,20.00,80.00,60.00,20.00,11.90,0.00,13.20,80.00,72.20
Marion County,85.00,19.05,85.71,75.00,0.00,9.80,70.00,27.80,30.00,57.90
Marion County,100.00,0.00,100.00,100.00,0.00,3.20,0.00,1.20,100.00,93.30
Marion County,100.00,22.22,88.89,85.71,25.00,25.70,0.00,1.40,75.00,66.90
Marion County,100.00,0.00,100.00,100.00,0.00,1.70,0.00,4.10,100.00,92.00
Marion County,0.00,100.00,100.00,0.00,0.00,1.20,0.00,3.50,100.00,93.00
Marshall County,100.00,0.00,50.00,100.00,0.00,12.90,0.00,2.70,100.00,82.30
Marshall County,100.00,0.00,100.00,100.00,0.00,5.00,0.00,6.90,100.00,86.00
Martin County,100.00,0.00,100.00,50.00,0.00,12.90,50.00,5.70,50.00,79.30
Martin County,100.00,0.00,100.00,100.00,0.00,3.20,0.00,7.20,100.00,88.50
Martin County,100.00,0.00,100.00,0.00,0.00,3.80,0.00,0.60,100.00,93.90
Martinsville County,100.00,0.00,0.00,100.00,0.00,4.80,100.00,45.10,0.00,47.60
Mason County,100.00,0.00,100.00,66.67,0.00,8.90,0.00,1.40,66.67,81.60
Massac County,100.00,0.00,100.00,100.00,0.00,2.60,0.00,5.80,100.00,89.00
Matagorda County,100.00,0.00,100.00,100.00,0.00,40.40,100.00,11.50,0.00,45.70
Matanuska-Susitna Borough County,90.00,10.00,100.00,60.00,0.00,4.70,20.00,1.30,70.00,80.30
Maui County,100.00,0.00,0.00,100.00,0.00,11.00,0.00,0.90,0.00,31.30
Maury County,100.00,33.33,100.00,50.00,0.00,5.30,0.00,12.00,100.00,80.00
Mayes County,100.00,0.00,100.00,100.00,0.00,3.20,0.00,0.60,100.00,65.80
McClain County,100.00,0.00,100.00,100.00,0.00,7.50,0.00,0.90,100.00,79.80
McCracken County,100.00,0.00,100.00,100.00,0.00,2.40,0.00,10.90,100.00,83.60
McCurtain County,100.00,0.00,100.00,66.67,50.00,5.50,50.00,8.70,0.00,63.50
McDowell County,100.00,0.00,100.00,100.00,0.00,5.50,0.00,4.10,100.00,88.40
McDowell County,100.00,0.00,100.00,0.00,0.00,0.60,0.00,9.00,0.00,88.90
McHenry County,100.00,0.00,100.00,100.00,0.00,12.40,0.00,1.40,100.00,82.20
McIntosh County,100.00,0.00,100.00,0.00,0.00,2.00,0.00,34.90,100.00,61.40
McIntosh County,100.00,0.00,100.00,100.00,0.00,2.50,100.00,3.20,0.00,68.60
McKinley County,100.00,50.00,100.00,0.00,0.00,14.00,0.00,1.00,0.00,9.80
McLennan County,100.00,16.67,100.00,40.00,0.00,25.20,40.00,15.10,60.00,57.30
McLeod County,100.00,0.00,100.00,100.00,0.00,5.40,0.00,0.70,100.00,92.30
McMinn County,100.00,0.00,100.00,100.00,0.00,3.30,0.00,4.10,100.00,89.90
McNairy County,0.00,100.00,100.00,0.00,0.00,2.00,100.00,6.00,0.00,90.10
McPherson County,0.00,100.00,100.00,0.00,0.00,3.80,0.00,1.20,100.00,92.20
Mecklenburg County,94.74,5.26,68.42,78.95,10.53,12.70,52.63,32.20,31.58,48.80
Mecklenburg County,100.00,0.00,100.00,100.00,0.00,2.70,0.00,34.90,100.00,60.10
Medina County,66.67,33.33,100.00,0.00,0.00,1.90,0.00,1.40,100.00,94.20
Mendocino County,100.00,0.00,100.00,100.00,0.00,24.10,0.00,1.00,100.00,66.20
Merced County,100.00,0.00,88.89,22.22,75.00,57.50,0.00,4.20,12.50,29.50
Mercer County,100.00,20.00,100.00,25.00,0.00,16.60,50.00,21.20,50.00,51.80
Mercer County,100.00,0.00,100.00,100.00,0.00,1.80,0.00,0.40,100.00,96.10
Mercer County,100.00,0.00,100.00,0.00,0.00,1.30,0.00,5.90,100.00,90.60
Mercer County,100.00,0.00,75.00,0.00,0.00,1.00,25.00,6.30,75.00,90.40
Meriwether County,100.00,0.00,100.00,100.00,0.00,2.20,0.00,39.40,100.00,56.50
Mesa County,100.00,12.50,100.00,71.43,12.50,14.10,0.00,1.00,87.50,82.00
Metcalfe County,100.00,0.00,100.00,100.00,0.00,1.60,0.00,1.90,100.00,95.30
Miami-Dade County,93.88,11.54,98.08,59.18,30.95,66.20,50.00,18.90,16.67,14.80
Middlesex County,100.00,0.00,100.00,100.00,0.00,5.80,0.00,5.40,100.00,84.60
Middlesex County,85.71,14.29,100.00,0.00,28.57,7.50,0.00,5.50,71.43,74.60
Middlesex County,100.00,0.00,100.00,66.67,0.00,19.90,33.33,11.20,66.67,45.40
Midland County,100.00,0.00,100.00,100.00,0.00,2.50,0.00,1.40,100.00,92.00
Midland County,100.00,0.00,100.00,50.00,20.00,42.40,0.00,6.80,60.00,48.60
Mifflin County,100.00,0.00,100.00,100.00,0.00,1.30,0.00,0.80,100.00,96.40
Mille Lacs County,100.00,0.00,100.00,100.00,0.00,1.80,0.00,0.50,0.00,89.90
Milwaukee County,100.00,4.55,68.18,76.19,9.52,14.20,61.90,27.20,28.57,53.00
Mineral County,0.00,100.00,100.00,0.00,0.00,2.80,0.00,0.50,100.00,91.30
Mineral County,100.00,0.00,100.00,100.00,0.00,0.90,0.00,3.10,100.00,94.20
Minnehaha County,100.00,0.00,100.00,100.00,0.00,4.90,0.00,4.60,100.00,84.20
Mississippi County,50.00,50.00,75.00,25.00,0.00,4.00,50.00,34.90,50.00,59.40
Missoula County,100.00,0.00,100.00,50.00,0.00,3.10,0.00,0.60,100.00,89.70
Mitchell County,100.00,0.00,100.00,0.00,0.00,4.60,0.00,0.70,100.00,93.10
Mobile County,91.67,8.33,91.67,66.67,0.00,2.80,27.27,35.30,72.73,57.80
Moffat County,100.00,0.00,100.00,100.00,0.00,14.30,0.00,0.50,100.00,82.20
Mohave County,100.00,7.69,76.92,75.00,18.18,15.80,0.00,1.30,81.82,78.00
Monmouth County,100.00,0.00,100.00,0.00,0.00,10.50,25.00,7.70,75.00,75.70
Monongalia County,100.00,0.00,60.00,60.00,0.00,2.00,20.00,3.90,80.00,89.00
Monroe County,100.00,0.00,100.00,100.00,0.00,1.20,100.00,41.10,0.00,54.70
Monroe County,100.00,0.00,100.00,0.00,0.00,1.60,0.00,0.40,100.00,96.60
Monroe County,100.00,0.00,0.00,100.00,0.00,3.30,0.00,3.50,100.00,84.50
Monroe County,100.00,0.00,100.00,100.00,0.00,1.10,0.00,30.80,100.00,67.00
Monroe County,100.00,0.00,80.00,80.00,0.00,8.10,40.00,16.10,60.00,71.50
Monroe County,100.00,0.00,100.00,66.67,0.00,14.60,0.00,15.10,100.00,68.20
Monroe County,100.00,0.00,100.00,0.00,0.00,4.00,0.00,1.50,0.00,91.40
Montague County,100.00,0.00,100.00,100.00,0.00,10.50,0.00,0.80,100.00,86.50
Montcalm County,100.00,0.00,100.00,100.00,0.00,3.40,0.00,2.40,100.00,92.10
Monterey County,100.00,0.00,87.50,62.50,42.86,57.40,0.00,3.50,57.14,31.20
Montezuma County,100.00,0.00,100.00,100.00,0.00,12.20,0.00,0.50,0.00,73.20
Montgomery County,100.00,0.00,75.00,50.00,0.00,3.40,66.67,56.70,33.33,36.30
Montgomery County,0.00,100.00,100.00,0.00,0.00,3.60,0.00,0.60,0.00,92.30
Montgomery County,0.00,100.00,100.00,0.00,0.00,1.70,0.00,3.40,100.00,93.60
Montgomery County,100.00,0.00,100.00,100.00,0.00,4.50,0.00,1.00,100.00,92.50
Montgomery County,88.89,11.11,55.56,33.33,11.11,18.70,55.56,18.80,33.33,46.00
Montgomery County,100.00,6.25,93.75,80.00,0.00,2.60,56.25,21.10,43.75,71.90
Montgomery County,100.00,25.00,100.00,33.33,0.00,4.80,66.67,9.40,33.33,77.10
Montgomery County,100.00,25.00,100.00,100.00,0.00,9.60,25.00,19.70,75.00,64.90
Montgomery County,100.00,0.00,100.00,50.00,0.00,22.50,16.67,4.90,83.33,68.60
Montgomery County,100.00,0.00,100.00,100.00,0.00,3.00,0.00,4.20,100.00,84.70
Montrose County,100.00,0.00,100.00,100.00,0.00,20.20,0.00,0.70,0.00,76.50
Moore County,100.00,0.00,100.00,100.00,0.00,6.30,0.00,13.00,100.00,77.30
Moore County,100.00,0.00,100.00,0.00,0.00,52.80,0.00,3.00,100.00,34.90
Morehouse Parish County,100.00,0.00,100.00,100.00,0.00,1.20,100.00,47.90,0.00,49.60
Morgan County,100.00,0.00,100.00,0.00,0.00,35.30,0.00,3.10,100.00,60.10
Morton County,100.00,0.00,100.00,0.00,0.00,2.70,0.00,0.90,0.00,90.80
Mower County,100.00,0.00,100.00,0.00,0.00,11.20,0.00,3.40,100.00,81.70
Muhlenberg County,100.00,0.00,100.00,100.00,0.00,1.40,0.00,5.00,100.00,92.20
Multnomah County,100.00,5.26,100.00,27.78,0.00,11.20,21.05,5.70,78.95,71.30
Muscogee County,100.00,33.33,100.00,50.00,0.00,7.50,50.00,46.10,50.00,42.40
Muskingum County,100.00,0.00,100.00,100.00,0.00,1.00,0.00,4.00,100.00,91.80
Muskogee County,100.00,0.00,50.00,75.00,0.00,5.70,50.00,11.00,50.00,57.30
Nacogdoches County,100.00,0.00,100.00,50.00,0.00,18.50,0.00,18.30,100.00,60.30
Napa County,83.33,16.67,83.33,66.67,50.00,33.70,0.00,2.40,50.00,53.70
Nash County,100.00,0.00,0.00,100.00,100.00,6.60,0.00,39.40,0.00,51.60
Nassau County,100.00,16.67,100.00,60.00,0.00,3.80,16.67,6.50,83.33,87.20
Nassau County,100.00,0.00,100.00,0.00,33.33,16.10,33.33,12.60,33.33,62.30
Natrona County,100.00,0.00,100.00,80.00,0.00,8.10,0.00,1.70,100.00,86.80
Navajo County,100.00,0.00,75.00,75.00,0.00,11.10,0.00,1.30,50.00,42.20
Nelson County,100.00,0.00,100.00,100.00,0.00,2.10,0.00,5.30,100.00,90.60
Neshoba County,100.00,0.00,100.00,100.00,0.00,2.00,0.00,21.20,100.00,59.10
Nevada County,100.00,0.00,100.00,33.33,0.00,9.20,0.00,0.60,100.00,85.60
New Castle County,100.00,33.33,77.78,83.33,0.00,9.40,71.43,24.90,28.57,59.50
New Hanover County,100.00,0.00,100.00,100.00,0.00,5.40,0.00,14.60,100.00,76.90
New Haven County,100.00,0.00,33.33,33.33,33.33,16.80,33.33,14.20,33.33,65.00
New London County,100.00,0.00,100.00,50.00,0.00,9.90,33.33,6.90,66.67,76.30
New York County,96.67,6.45,77.42,56.67,22.22,25.90,74.07,18.30,3.70,47.10
Newberry County,100.00,0.00,100.00,100.00,0.00,7.50,0.00,31.30,100.00,60.00
Newport News County,100.00,0.00,100.00,75.00,0.00,8.50,75.00,41.10,25.00,45.20
Newport County,100.00,0.00,100.00,100.00,100.00,5.30,0.00,4.10,0.00,86.70
Newton County,100.00,0.00,100.00,100.00,0.00,4.90,66.67,43.00,33.33,50.00
Newton County,100.00,0.00,100.00,100.00,0.00,5.00,0.00,1.00,100.00,86.80
Nicholas County,100.00,0.00,100.00,100.00,0.00,0.70,0.00,0.30,100.00,97.00
Noble County,100.00,0.00,100.00,100.00,0.00,3.30,0.00,1.80,100.00,82.20
Nolan County,100.00,0.00,100.00,100.00,0.00,36.00,0.00,5.20,100.00,57.70
Norfolk County,100.00,0.00,100.00,33.33,0.00,4.00,0.00,6.90,100.00,77.80
Norfolk County,100.00,0.00,71.43,71.43,0.00,7.50,57.14,42.70,42.86,44.00
North Slope Borough County,100.00,0.00,100.00,100.00,0.00,3.90,0.00,1.50,0.00,32.10
Northampton County,100.00,0.00,100.00,0.00,0.00,12.00,0.00,6.30,100.00,78.50
